Qualifying Name,State Postal Abbreviation,Summary Level,Geographic Component,State (FIPS Code),County of current residence,Census Tract,Block Group,Area Name,Median Household Income (In 2022 Inflation Adjusted Dollars),Average Family Income (In 2022 Inflation Adjusted Dollars),Median Family Income (In 2022 Inflation Adjusted Dollars),Households:,"Households: Less than $10,000","Households: $10,000 to $14,999","Households: $15,000 to $19,999","Households: $20,000 to $24,999","Households: $25,000 to $29,999","Households: $30,000 to $34,999","Households: $35,000 to $39,999","Households: $40,000 to $44,999","Households: $45,000 to $49,999","Households: $50,000 to $59,999","Households: $60,000 to $74,999","Households: $75,000 to $99,999","Households: $100,000 to $124,999","Households: $125,000 to $149,999","Households: $150,000 to $199,999","Households: $200,000 or More"
"Block Group 2, Census Tract 2169.01, Los Angeles County, California",ca,150,00,06,037,216901,2,Block Group 2,165288,157270.253164557,185368,321,7,0,29,0,0,0,0,0,20,0,24,65,14,0,123,39
"Block Group 3, Census Tract 2169.01, Los Angeles County, California",ca,150,00,06,037,216901,3,Block Group 3,100283,200611.675126904,,384,62,0,0,0,0,0,39,0,0,0,23,62,76,26,0,96
"Block Group 1, Census Tract 2169.02, Los Angeles County, California",ca,150,00,06,037,216902,1,Block Group 1,,189149.275362319,,385,85,22,18,46,0,0,0,0,0,23,0,115,0,0,10,66
"Block Group 2, Census Tract 2169.02, Los Angeles County, California",ca,150,00,06,037,216902,2,Block Group 2,66000,183105.62248996,,802,0,48,18,140,0,0,51,0,0,130,35,74,0,143,12,151
"Block Group 1, Census Tract 2170.01, Los Angeles County, California",ca,150,00,06,037,217001,1,Block Group 1,167708,210264.233576642,184286,343,0,0,0,0,10,6,6,0,9,5,68,12,24,17,50,136
"Block Group 2, Census Tract 2170.01, Los Angeles County, California",ca,150,00,06,037,217001,2,Block Group 2,98750,126737.948717949,107396,390,6,51,21,0,17,0,0,0,0,12,64,24,42,31,49,73
"Block Group 3, Census Tract 2170.01, Los Angeles County, California",ca,150,00,06,037,217001,3,Block Group 3,130170,207326.41509434,131989,239,0,7,0,0,0,12,0,5,5,30,0,0,58,23,29,70
"Block Group 1, Census Tract 2170.02, Los Angeles County, California",ca,150,00,06,037,217002,1,Block Group 1,95729,125743.396226415,126389,800,0,74,0,77,20,66,19,20,0,0,44,97,69,67,98,149
"Block Group 2, Census Tract 2170.02, Los Angeles County, California",ca,150,00,06,037,217002,2,Block Group 2,86763,101128.947368421,85449,555,18,25,16,0,23,0,61,29,0,57,21,39,152,0,96,18
"Block Group 3, Census Tract 2170.02, Los Angeles County, California",ca,150,00,06,037,217002,3,Block Group 3,138160,267282.831325301,138056,549,0,21,10,0,14,70,0,14,0,8,42,44,26,52,76,172
"Block Group 1, Census Tract 2171.01, Los Angeles County, California",ca,150,00,06,037,217101,1,Block Group 1,70798,87926.9230769231,74375,364,11,15,18,0,20,0,0,24,0,0,126,11,18,39,57,25
"Block Group 2, Census Tract 2171.01, Los Angeles County, California",ca,150,00,06,037,217101,2,Block Group 2,103681,103441.791044776,,526,0,14,70,40,8,19,3,29,17,22,0,24,61,17,183,19
"Block Group 1, Census Tract 2171.02, Los Angeles County, California",ca,150,00,06,037,217102,1,Block Group 1,52165,97348.167539267,93750,523,14,78,0,23,45,45,13,0,8,56,51,27,97,0,31,35
"Block Group 2, Census Tract 2171.02, Los Angeles County, California",ca,150,00,06,037,217102,2,Block Group 2,159306,147855.769230769,154239,207,13,0,0,0,13,0,25,0,0,0,0,11,12,0,68,65
"Block Group 3, Census Tract 2171.02, Los Angeles County, California",ca,150,00,06,037,217102,3,Block Group 3,101844,147970.103092784,107969,502,20,0,0,39,0,0,0,0,0,0,78,55,98,47,127,38
"Block Group 1, Census Tract 2172, Los Angeles County, California",ca,150,00,06,037,217200,1,Block Group 1,93846,160750,163214,372,9,8,24,49,19,44,0,0,10,0,0,29,25,13,40,102
"Block Group 2, Census Tract 2172, Los Angeles County, California",ca,150,00,06,037,217200,2,Block Group 2,96574,141447.305389222,,314,17,0,0,27,6,0,0,8,0,13,69,27,65,0,22,60
"Block Group 3, Census Tract 2172, Los Angeles County, California",ca,150,00,06,037,217200,3,Block Group 3,79219,86336.4197530864,78125,369,34,0,0,0,0,17,51,0,48,9,11,55,40,59,39,6
"Block Group 4, Census Tract 2172, Los Angeles County, California",ca,150,00,06,037,217200,4,Block Group 4,,94052.4296675192,,631,45,0,62,0,123,24,0,54,10,21,4,91,32,34,68,63
"Block Group 1, Census Tract 2181.10, Los Angeles County, California",ca,150,00,06,037,218110,1,Block Group 1,39063,52019.7889182058,32688,837,68,22,57,20,162,68,29,26,8,39,37,96,85,59,42,19
"Block Group 2, Census Tract 2181.10, Los Angeles County, California",ca,150,00,06,037,218110,2,Block Group 2,75139,118875.119617225,99489,410,57,13,41,0,14,0,15,42,11,0,11,58,47,17,21,63
"Block Group 1, Census Tract 2181.20, Los Angeles County, California",ca,150,00,06,037,218120,1,Block Group 1,30063,52305.3465346535,30318,679,120,74,99,0,46,20,0,9,6,62,31,52,77,10,67,6
"Block Group 2, Census Tract 2181.20, Los Angeles County, California",ca,150,00,06,037,218120,2,Block Group 2,43185,97222.4137931034,79091,333,0,15,8,7,121,0,4,42,0,31,20,11,0,39,23,12
"Block Group 3, Census Tract 2181.20, Los Angeles County, California",ca,150,00,06,037,218120,3,Block Group 3,66618,81742.3809523809,66250,272,4,0,11,0,0,0,7,33,0,59,34,64,0,59,0,1
"Block Group 1, Census Tract 2182.10, Los Angeles County, California",ca,150,00,06,037,218210,1,Block Group 1,44888,61360,44936,429,24,20,0,10,0,59,12,93,0,52,39,47,35,14,17,7
"Block Group 2, Census Tract 2182.10, Los Angeles County, California",ca,150,00,06,037,218210,2,Block Group 2,53011,79124.7368421053,59773,357,9,0,51,4,35,11,20,44,0,33,27,30,26,31,25,11
"Block Group 3, Census Tract 2182.10, Los Angeles County, California",ca,150,00,06,037,218210,3,Block Group 3,70526,94673.0103806228,62596,436,0,52,0,18,14,12,42,0,0,63,32,14,22,48,59,60
"Block Group 1, Census Tract 2182.20, Los Angeles County, California",ca,150,00,06,037,218220,1,Block Group 1,88542,148651.694915254,207600,494,11,11,0,40,12,0,26,0,11,23,49,78,19,24,46,144
"Block Group 2, Census Tract 2182.20, Los Angeles County, California",ca,150,00,06,037,218220,2,Block Group 2,69167,117160.270880361,73427,726,43,21,27,49,22,12,17,38,65,34,55,113,55,50,26,99
"Block Group 3, Census Tract 2182.20, Los Angeles County, California",ca,150,00,06,037,218220,3,Block Group 3,31250,72621.1009174312,57688,241,10,21,51,20,13,11,0,30,11,20,18,18,0,0,0,18
"Block Group 1, Census Tract 2183, Los Angeles County, California",ca,150,00,06,037,218300,1,Block Group 1,75573,89899.0338164251,106250,412,27,0,36,60,23,0,18,0,0,0,31,48,40,60,69,0
"Block Group 2, Census Tract 2183, Los Angeles County, California",ca,150,00,06,037,218300,2,Block Group 2,38316,41297.3684210526,38520,372,0,95,0,33,24,18,49,0,41,0,60,0,0,0,0,52
"Block Group 3, Census Tract 2183, Los Angeles County, California",ca,150,00,06,037,218300,3,Block Group 3,101364,143040.650406504,126289,228,0,34,0,0,0,0,12,0,20,0,0,36,48,32,9,37
"Block Group 4, Census Tract 2183, Los Angeles County, California",ca,150,00,06,037,218300,4,Block Group 4,46189,97357.6923076923,107750,529,44,74,0,15,0,14,0,40,163,0,0,44,50,65,3,17
"Block Group 5, Census Tract 2183, Los Angeles County, California",ca,150,00,06,037,218300,5,Block Group 5,106473,101797.879858657,80234,625,68,0,0,0,0,0,95,0,0,19,36,51,55,218,16,67
"Block Group 1, Census Tract 2184, Los Angeles County, California",ca,150,00,06,037,218400,1,Block Group 1,75476,102103.773584906,,434,0,0,22,27,54,11,31,20,0,11,37,69,68,24,8,52
"Block Group 2, Census Tract 2184, Los Angeles County, California",ca,150,00,06,037,218400,2,Block Group 2,98426,92367.1875,,212,11,0,20,8,0,0,0,0,0,24,32,28,26,44,19,0
"Block Group 3, Census Tract 2184, Los Angeles County, California",ca,150,00,06,037,218400,3,Block Group 3,115694,131442.083333333,175197,323,41,16,0,12,7,0,0,8,18,0,27,30,9,19,136,0
"Block Group 4, Census Tract 2184, Los Angeles County, California",ca,150,00,06,037,218400,4,Block Group 4,85547,75772.0379146919,81507,362,42,0,0,0,27,16,0,71,0,0,11,46,48,65,21,15
"Block Group 1, Census Tract 2185, Los Angeles County, California",ca,150,00,06,037,218500,1,Block Group 1,65638,117645.748987854,65598,472,42,72,0,32,18,25,19,10,0,6,47,82,27,10,24,58
"Block Group 2, Census Tract 2185, Los Angeles County, California",ca,150,00,06,037,218500,2,Block Group 2,87708,101147.169811321,97841,498,30,36,0,26,20,0,33,39,0,49,0,73,34,25,69,64
"Block Group 1, Census Tract 2186, Los Angeles County, California",ca,150,00,06,037,218600,1,Block Group 1,70114,99581.2244897959,70398,322,23,15,0,14,0,0,52,0,0,0,82,31,25,0,26,54
"Block Group 2, Census Tract 2186, Los Angeles County, California",ca,150,00,06,037,218600,2,Block Group 2,76000,84576.5625,54926,272,14,0,0,0,0,0,22,0,27,52,17,10,53,0,58,19
"Block Group 3, Census Tract 2186, Los Angeles County, California",ca,150,00,06,037,218600,3,Block Group 3,76860,94711.8279569892,94632,509,0,0,0,2,0,22,5,11,94,71,19,102,37,98,24,24
"Block Group 1, Census Tract 2187.01, Los Angeles County, California",ca,150,00,06,037,218701,1,Block Group 1,40063,83938.3333333333,58485,419,62,0,11,8,34,18,76,20,10,51,64,20,15,5,2,23
"Block Group 2, Census Tract 2187.01, Los Angeles County, California",ca,150,00,06,037,218701,2,Block Group 2,67679,145844.06779661,129688,419,16,26,8,0,0,14,33,30,10,72,23,26,1,31,31,98
"Block Group 1, Census Tract 2187.02, Los Angeles County, California",ca,150,00,06,037,218702,1,Block Group 1,54914,88077.2870662461,56211,484,48,19,0,31,8,35,28,0,8,104,52,35,49,5,53,9
"Block Group 2, Census Tract 2187.02, Los Angeles County, California",ca,150,00,06,037,218702,2,Block Group 2,46094,54396.2962962963,52929,364,40,9,37,25,9,12,36,0,32,52,5,61,39,7,0,0
"Block Group 1, Census Tract 2188, Los Angeles County, California",ca,150,00,06,037,218800,1,Block Group 1,48056,63200.9090909091,46852,644,106,19,6,28,42,5,27,54,63,92,40,56,15,15,56,20
"Block Group 2, Census Tract 2188, Los Angeles County, California",ca,150,00,06,037,218800,2,Block Group 2,51583,85445.3201970443,53125,317,22,0,19,16,12,10,22,23,6,51,18,32,0,15,62,9
"Block Group 1, Census Tract 2189, Los Angeles County, California",ca,150,00,06,037,218900,1,Block Group 1,65518,111018.719211823,97550,519,75,32,0,12,43,25,0,0,42,22,48,91,50,0,51,28
"Block Group 2, Census Tract 2189, Los Angeles County, California",ca,150,00,06,037,218900,2,Block Group 2,33402,64862.0253164557,33709,578,10,46,42,55,114,61,0,30,0,0,40,92,6,6,76,0
"Block Group 3, Census Tract 2189, Los Angeles County, California",ca,150,00,06,037,218900,3,Block Group 3,54236,96216.6975881262,85208,1052,164,13,125,9,48,71,14,33,0,74,135,131,83,18,88,46
"Block Group 1, Census Tract 2190.10, Los Angeles County, California",ca,150,00,06,037,219010,1,Block Group 1,,115751.322751323,104375,555,57,19,19,46,38,14,17,72,10,3,18,40,59,12,15,116
"Block Group 2, Census Tract 2190.10, Los Angeles County, California",ca,150,00,06,037,219010,2,Block Group 2,100662,115405.033557047,85357,463,11,0,33,0,8,13,0,17,78,30,9,28,116,18,60,42
"Block Group 1, Census Tract 2190.20, Los Angeles County, California",ca,150,00,06,037,219020,1,Block Group 1,68750,111781.432360743,66850,437,0,32,8,19,61,10,0,0,0,13,112,38,19,9,32,84
"Block Group 2, Census Tract 2190.20, Los Angeles County, California",ca,150,00,06,037,219020,2,Block Group 2,76136,83050.4109589041,80417,460,32,41,0,37,17,0,34,21,0,9,34,98,53,9,51,24
"Block Group 3, Census Tract 2190.20, Los Angeles County, California",ca,150,00,06,037,219020,3,Block Group 3,84375,83585.3658536585,62375,353,55,0,0,0,22,0,7,9,28,16,23,44,39,14,69,27
"Block Group 1, Census Tract 2193, Los Angeles County, California",ca,150,00,06,037,219300,1,Block Group 1,92959,106446.948356808,,345,4,0,0,0,0,10,39,11,0,61,0,112,20,29,17,42
"Block Group 2, Census Tract 2193, Los Angeles County, California",ca,150,00,06,037,219300,2,Block Group 2,40938,58311.9047619048,40417,395,0,17,18,8,40,75,35,20,41,0,58,33,18,0,32,0
"Block Group 3, Census Tract 2193, Los Angeles County, California",ca,150,00,06,037,219300,3,Block Group 3,43819,60566.2983425414,51429,660,19,80,0,102,77,0,19,50,5,21,80,85,75,0,47,0
"Block Group 1, Census Tract 2195, Los Angeles County, California",ca,150,00,06,037,219500,1,Block Group 1,111923,150104.62962963,119216,360,28,6,10,17,0,0,29,7,7,0,36,26,91,5,34,64
"Block Group 2, Census Tract 2195, Los Angeles County, California",ca,150,00,06,037,219500,2,Block Group 2,104583,134285.034013605,117900,460,24,0,17,6,39,32,0,35,5,14,19,31,56,18,75,89
"Block Group 1, Census Tract 2197, Los Angeles County, California",ca,150,00,06,037,219700,1,Block Group 1,63561,89899.5505617977,63750,544,10,27,0,31,0,60,29,0,0,77,134,17,34,37,44,44
"Block Group 2, Census Tract 2197, Los Angeles County, California",ca,150,00,06,037,219700,2,Block Group 2,35850,96063.8036809816,,318,0,16,0,67,12,47,50,0,0,17,20,15,10,5,27,32
"Block Group 3, Census Tract 2197, Los Angeles County, California",ca,150,00,06,037,219700,3,Block Group 3,62012,97818.4,,468,7,0,65,0,16,20,5,0,20,68,58,52,6,52,20,79
"Block Group 1, Census Tract 2198, Los Angeles County, California",ca,150,00,06,037,219800,1,Block Group 1,,112437.426900585,105750,252,5,4,27,0,14,0,24,6,7,32,16,6,11,14,52,34
"Block Group 2, Census Tract 2198, Los Angeles County, California",ca,150,00,06,037,219800,2,Block Group 2,64408,79268.6131386861,63947,443,22,0,20,40,0,25,5,34,19,33,38,63,17,29,82,16
"Block Group 3, Census Tract 2198, Los Angeles County, California",ca,150,00,06,037,219800,3,Block Group 3,78889,90579.4117647059,78333,262,2,5,0,5,20,0,8,0,30,29,27,20,34,50,12,20
"Block Group 1, Census Tract 2199.01, Los Angeles County, California",ca,150,00,06,037,219901,1,Block Group 1,61898,94913.5265700483,60602,335,32,0,0,14,0,43,13,10,0,35,35,27,8,29,48,41
"Block Group 2, Census Tract 2199.01, Los Angeles County, California",ca,150,00,06,037,219901,2,Block Group 2,57969,62155.497382199,50709,783,76,17,23,20,34,13,0,156,0,59,67,174,54,41,27,22
"Block Group 3, Census Tract 2199.01, Los Angeles County, California",ca,150,00,06,037,219901,3,Block Group 3,59856,105864.257028112,69469,417,46,6,0,0,0,14,25,51,0,68,57,57,16,22,34,21
"Block Group 1, Census Tract 2199.02, Los Angeles County, California",ca,150,00,06,037,219902,1,Block Group 1,101042,89168.5082872928,,591,50,0,24,22,0,10,23,81,0,26,41,16,54,141,85,18
"Block Group 2, Census Tract 2199.02, Los Angeles County, California",ca,150,00,06,037,219902,2,Block Group 2,82566,170427.338129496,,271,9,0,14,0,30,11,0,0,0,0,54,83,0,2,33,35
"Block Group 3, Census Tract 2199.02, Los Angeles County, California",ca,150,00,06,037,219902,3,Block Group 3,,87585.3448275862,,311,0,8,68,0,42,0,37,8,0,0,8,6,9,54,62,9
"Block Group 1, Census Tract 2200, Los Angeles County, California",ca,150,00,06,037,220000,1,Block Group 1,95823,107900.760456274,106396,637,22,21,0,40,70,65,0,61,16,0,7,44,86,94,74,37
"Block Group 2, Census Tract 2200, Los Angeles County, California",ca,150,00,06,037,220000,2,Block Group 2,,156025.10460251,130732,451,0,0,0,0,14,0,0,66,97,61,0,16,0,70,58,69
"Block Group 3, Census Tract 2200, Los Angeles County, California",ca,150,00,06,037,220000,3,Block Group 3,,,,236,20,0,23,16,29,0,0,12,0,0,19,0,38,0,79,0
"Block Group 4, Census Tract 2200, Los Angeles County, California",ca,150,00,06,037,220000,4,Block Group 4,,21994.3262411348,,387,39,228,15,0,0,0,14,24,0,0,47,0,0,0,0,20
"Block Group 5, Census Tract 2200, Los Angeles County, California",ca,150,00,06,037,220000,5,Block Group 5,38603,37632.8671328671,39387,463,67,89,7,0,46,0,51,21,21,19,17,0,89,0,0,36
"Block Group 1, Census Tract 2201, Los Angeles County, California",ca,150,00,06,037,220100,1,Block Group 1,73375,154147.736625514,118625,425,63,6,6,8,27,0,0,17,31,22,39,9,39,8,66,84
"Block Group 2, Census Tract 2201, Los Angeles County, California",ca,150,00,06,037,220100,2,Block Group 2,,119844.623655914,116071,301,0,33,21,0,69,0,26,0,14,0,0,18,46,19,18,37
"Block Group 3, Census Tract 2201, Los Angeles County, California",ca,150,00,06,037,220100,3,Block Group 3,,106923.456790123,,382,43,0,13,68,27,8,23,0,8,17,7,49,2,63,11,43
"Block Group 1, Census Tract 2211.10, Los Angeles County, California",ca,150,00,06,037,221110,1,Block Group 1,,42280,42361,138,0,35,10,0,16,11,0,9,0,0,22,35,0,0,0,0
"Block Group 2, Census Tract 2211.10, Los Angeles County, California",ca,150,00,06,037,221110,2,Block Group 2,47117,69119.8529411765,50455,903,85,43,67,53,7,0,111,22,85,155,18,154,55,10,21,17
"Block Group 1, Census Tract 2211.20, Los Angeles County, California",ca,150,00,06,037,221120,1,Block Group 1,51500,59499.2592592593,49750,360,27,33,15,31,11,14,3,17,23,10,30,62,50,11,9,14
"Block Group 2, Census Tract 2211.20, Los Angeles County, California",ca,150,00,06,037,221120,2,Block Group 2,43750,68353.4426229508,45938,415,11,37,26,37,29,29,27,17,37,44,0,34,13,26,39,9
"Block Group 1, Census Tract 2212.10, Los Angeles County, California",ca,150,00,06,037,221210,1,Block Group 1,54000,73379.2792792793,54800,266,27,0,12,19,5,27,0,13,15,25,0,10,46,12,28,27
"Block Group 2, Census Tract 2212.10, Los Angeles County, California",ca,150,00,06,037,221210,2,Block Group 2,66689,80253.5452322738,62938,602,40,21,7,19,28,8,57,0,0,23,116,103,72,25,44,39
"Block Group 1, Census Tract 2212.20, Los Angeles County, California",ca,150,00,06,037,221220,1,Block Group 1,40262,47104.0816326531,40104,365,46,9,20,41,9,27,26,43,9,9,59,51,0,16,0,0
"Block Group 2, Census Tract 2212.20, Los Angeles County, California",ca,150,00,06,037,221220,2,Block Group 2,65673,74022.5882352941,49609,559,6,16,70,21,5,53,23,19,16,33,27,107,25,23,55,60
"Block Group 1, Census Tract 2213.02, Los Angeles County, California",ca,150,00,06,037,221302,1,Block Group 1,45147,53609.9447513812,38561,574,50,57,27,39,60,19,33,0,34,71,54,33,29,0,33,35
"Block Group 2, Census Tract 2213.02, Los Angeles County, California",ca,150,00,06,037,221302,2,Block Group 2,33686,58296.1259079903,34755,586,84,26,26,47,64,97,6,32,2,47,48,49,12,0,0,46
"Block Group 1, Census Tract 2213.03, Los Angeles County, California",ca,150,00,06,037,221303,1,Block Group 1,48661,73779.28802589,50433,448,12,38,25,3,73,18,12,30,28,32,14,36,50,5,58,14
"Block Group 2, Census Tract 2213.03, Los Angeles County, California",ca,150,00,06,037,221303,2,Block Group 2,47981,67790.7608695652,59643,277,10,0,20,28,12,21,18,27,13,15,35,36,0,30,0,12
"Block Group 1, Census Tract 2213.04, Los Angeles County, California",ca,150,00,06,037,221304,1,Block Group 1,51032,71092.1951219512,60300,718,66,48,57,0,45,39,28,50,0,93,134,30,30,12,86,0
"Block Group 2, Census Tract 2213.04, Los Angeles County, California",ca,150,00,06,037,221304,2,Block Group 2,51629,87760,64063,439,32,63,22,0,20,26,13,12,10,33,23,84,0,35,66,0
"Block Group 1, Census Tract 2214.01, Los Angeles County, California",ca,150,00,06,037,221401,1,Block Group 1,55962,63347.131147541,60060,458,13,8,0,28,11,113,36,0,0,28,99,50,7,31,16,18
"Block Group 2, Census Tract 2214.01, Los Angeles County, California",ca,150,00,06,037,221401,2,Block Group 2,29900,67426.4197530864,48869,724,76,56,7,128,97,23,32,0,29,8,82,59,56,34,37,0
"Block Group 1, Census Tract 2214.02, Los Angeles County, California",ca,150,00,06,037,221402,1,Block Group 1,54097,101943.38028169,91653,563,75,43,43,25,48,12,0,24,0,18,31,85,36,55,24,44
"Block Group 2, Census Tract 2214.02, Los Angeles County, California",ca,150,00,06,037,221402,2,Block Group 2,,82374.7081712062,,372,12,17,20,36,59,28,8,13,0,5,6,33,43,6,43,43
"Block Group 1, Census Tract 2215, Los Angeles County, California",ca,150,00,06,037,221500,1,Block Group 1,28958,43039.8791540786,33177,690,131,74,52,35,63,118,34,0,51,46,0,44,7,35,0,0
"Block Group 2, Census Tract 2215, Los Angeles County, California",ca,150,00,06,037,221500,2,Block Group 2,100391,87362.9333333333,59375,399,0,21,41,10,22,0,11,20,0,37,20,15,38,22,137,5
"Block Group 1, Census Tract 2216.01, Los Angeles County, California",ca,150,00,06,037,221601,1,Block Group 1,50750,80030.8962264151,45156,661,51,6,22,67,35,36,31,46,32,87,38,53,33,68,28,28
"Block Group 2, Census Tract 2216.01, Los Angeles County, California",ca,150,00,06,037,221601,2,Block Group 2,63239,114475.392670157,102734,329,43,25,19,6,7,40,12,6,0,0,29,20,50,7,33,32
"Block Group 1, Census Tract 2216.02, Los Angeles County, California",ca,150,00,06,037,221602,1,Block Group 1,52813,58961.7647058824,54063,360,25,41,0,22,26,23,0,8,23,42,25,52,31,29,13,0
